ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
hand_replacement-nasa1240,nasa1240,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-navw1234,navw1234,colex,lexically distinct,colex-lexicallydistinct,
dist-navw1234,navw1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-navw1234,navw1234,repl_hand,yes,repl_hand-yes,
repl_five-navw1234,navw1234,repl_five,no,repl_five-no,
hand_replacement-navw1234,navw1234,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-malf1237,malf1237,colex,lexically distinct,colex-lexicallydistinct,
dist-malf1237,malf1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-malf1237,malf1237,repl_hand,yes,repl_hand-yes,
repl_five-malf1237,malf1237,repl_five,no,repl_five-no,
hand_replacement-malf1237,malf1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-sout2857,sout2857,colex,lexically distinct,colex-lexicallydistinct,
dist-sout2857,sout2857,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sout2857,sout2857,repl_hand,yes,repl_hand-yes,
repl_five-sout2857,sout2857,repl_five,no,repl_five-no,
hand_replacement-sout2857,sout2857,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-niti1249,niti1249,colex,lexically distinct,colex-lexicallydistinct,
dist-niti1249,niti1249,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-niti1249,niti1249,repl_hand,yes,repl_hand-yes,
repl_five-niti1249,niti1249,repl_five,no,repl_five-no,
hand_replacement-niti1249,niti1249,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-vivt1234,vivt1234,colex,lexically distinct,colex-lexicallydistinct,
dist-vivt1234,vivt1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-vivt1234,vivt1234,repl_hand,yes,repl_hand-yes,
repl_five-vivt1234,vivt1234,repl_five,no,repl_five-no,
hand_replacement-vivt1234,vivt1234,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-nati1244,nati1244,colex,lexically distinct,colex-lexicallydistinct,
dist-nati1244,nati1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nati1244,nati1244,repl_hand,yes,repl_hand-yes,
repl_five-nati1244,nati1244,repl_five,no,repl_five-no,
hand_replacement-nati1244,nati1244,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-labo1244,labo1244,colex,lexically distinct,colex-lexicallydistinct,
dist-labo1244,labo1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-labo1244,labo1244,repl_hand,yes,repl_hand-yes,
repl_five-labo1244,labo1244,repl_five,no,repl_five-no,
hand_replacement-labo1244,labo1244,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-urip1239,urip1239,colex,lexically distinct,colex-lexicallydistinct,
dist-urip1239,urip1239,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-urip1239,urip1239,repl_hand,yes,repl_hand-yes,
repl_five-urip1239,urip1239,repl_five,no,repl_five-no,
hand_replacement-urip1239,urip1239,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-rere1240,rere1240,colex,lexically distinct,colex-lexicallydistinct,
dist-rere1240,rere1240,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-rere1240,rere1240,repl_hand,yes,repl_hand-yes,
repl_five-rere1240,rere1240,repl_five,no,repl_five-no,
hand_replacement-rere1240,rere1240,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-unua1237,unua1237,colex,lexically distinct,colex-lexicallydistinct,
dist-unua1237,unua1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-unua1237,unua1237,repl_hand,yes,repl_hand-yes,
repl_five-unua1237,unua1237,repl_five,no,repl_five-no,
hand_replacement-unua1237,unua1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-aulu1238,aulu1238,colex,lexically distinct,colex-lexicallydistinct,
dist-aulu1238,aulu1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-aulu1238,aulu1238,repl_hand,yes,repl_hand-yes,
repl_five-aulu1238,aulu1238,repl_five,no,repl_five-no,
hand_replacement-aulu1238,aulu1238,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-burm1263,burm1263,colex,lexically distinct,colex-lexicallydistinct,
dist-burm1263,burm1263,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-burm1263,burm1263,repl_hand,yes,repl_hand-yes,
repl_five-burm1263,burm1263,repl_five,no,repl_five-no,
hand_replacement-burm1263,burm1263,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-bwen1239,bwen1239,colex,lexically distinct,colex-lexicallydistinct,
dist-bwen1239,bwen1239,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bwen1239,bwen1239,repl_hand,yes,repl_hand-yes,
repl_five-bwen1239,bwen1239,repl_five,no,repl_five-no,
hand_replacement-bwen1239,bwen1239,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-mask1242,mask1242,colex,lexically distinct,colex-lexicallydistinct,
dist-mask1242,mask1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mask1242,mask1242,repl_hand,yes,repl_hand-yes,
repl_five-mask1242,mask1242,repl_five,no,repl_five-no,
hand_replacement-mask1242,mask1242,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-nasv1234,nasv1234,colex,lexically distinct,colex-lexicallydistinct,
dist-nasv1234,nasv1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nasv1234,nasv1234,repl_hand,yes,repl_hand-yes,
repl_five-nasv1234,nasv1234,repl_five,no,repl_five-no,
hand_replacement-nasv1234,nasv1234,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-nisv1234,nisv1234,colex,lexically distinct,colex-lexicallydistinct,
dist-nisv1234,nisv1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nisv1234,nisv1234,repl_hand,yes,repl_hand-yes,
repl_five-nisv1234,nisv1234,repl_five,no,repl_five-no,
hand_replacement-nisv1234,nisv1234,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-avok1244,avok1244,colex,lexically distinct,colex-lexicallydistinct,
dist-avok1244,avok1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-avok1244,avok1244,repl_hand,yes,repl_hand-yes,
repl_five-avok1244,avok1244,repl_five,no,repl_five-no,
hand_replacement-avok1244,avok1244,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-axam1237,axam1237,colex,lexically distinct,colex-lexicallydistinct,
dist-axam1237,axam1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-axam1237,axam1237,repl_hand,yes,repl_hand-yes,
repl_five-axam1237,axam1237,repl_five,no,repl_five-no,
hand_replacement-axam1237,axam1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-port1285,port1285,colex,lexically distinct,colex-lexicallydistinct,
dist-port1285,port1285,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-port1285,port1285,repl_hand,yes,repl_hand-yes,
repl_five-port1285,port1285,repl_five,no,repl_five-no,
hand_replacement-port1285,port1285,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-seke1241,seke1241,colex,lexically distinct,colex-lexicallydistinct,
dist-seke1241,seke1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-seke1241,seke1241,repl_hand,yes,repl_hand-yes,
repl_five-seke1241,seke1241,repl_five,no,repl_five-no,
hand_replacement-seke1241,seke1241,hand_replacement,unclear,hand_replacement-unclear,
colex-sowa1244,sowa1244,colex,lexically distinct,colex-lexicallydistinct,
dist-sowa1244,sowa1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sowa1244,sowa1244,repl_hand,yes,repl_hand-yes,
repl_five-sowa1244,sowa1244,repl_five,no,repl_five-no,
hand_replacement-sowa1244,sowa1244,hand_replacement,unclear,hand_replacement-unclear,
colex-apma1240,apma1240,colex,partial colexification,colex-partialcolexification,
repl_hand-apma1240,apma1240,repl_hand,no,repl_hand-no,
repl_five-apma1240,apma1240,repl_five,no,repl_five-no,
colex-saaa1241,saaa1241,colex,lexically distinct,colex-lexicallydistinct,
dist-saaa1241,saaa1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-saaa1241,saaa1241,repl_hand,yes,repl_hand-yes,
repl_five-saaa1241,saaa1241,repl_five,no,repl_five-no,
hand_replacement-saaa1241,saaa1241,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-nort2839,nort2839,colex,lexically distinct,colex-lexicallydistinct,
dist-nort2839,nort2839,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nort2839,nort2839,repl_hand,yes,repl_hand-yes,
repl_five-nort2839,nort2839,repl_five,no,repl_five-no,
hand_replacement-nort2839,nort2839,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-sout2859,sout2859,colex,partial colexification,colex-partialcolexification,
dist-sout2859,sout2859,dist,?,,(recolexification)
repl_hand-sout2859,sout2859,repl_hand,yes,repl_hand-yes,
repl_five-sout2859,sout2859,repl_five,yes,repl_five-yes,
hand_replacement-sout2859,sout2859,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
five_replacement-sout2859,sout2859,five_replacement,hand one finished,five_replacement-handwordotherthanqalima,
colex-lonw1238,lonw1238,colex,lexically distinct,colex-lexicallydistinct,
dist-lonw1238,lonw1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lonw1238,lonw1238,repl_hand,yes,repl_hand-yes,
repl_five-lonw1238,lonw1238,repl_five,no,repl_five-no,
hand_replacement-lonw1238,lonw1238,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-orko1234,orko1234,colex,lexically distinct,colex-lexicallydistinct,
dist-orko1234,orko1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-orko1234,orko1234,repl_hand,yes,repl_hand-yes,
repl_five-orko1234,orko1234,repl_five,no,repl_five-no,
hand_replacement-orko1234,orko1234,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-dalk1234,dalk1234,colex,unknown,colex-unknown,
repl_hand-dalk1234,dalk1234,repl_hand,unknown,repl_hand-unknown,
repl_five-dalk1234,dalk1234,repl_five,unknown,repl_five-unknown,
colex-port1286,port1286,colex,lexically distinct,colex-lexicallydistinct,
dist-port1286,port1286,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-port1286,port1286,repl_hand,yes,repl_hand-yes,
repl_five-port1286,port1286,repl_five,no,repl_five-no,
hand_replacement-port1286,port1286,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-daka1243,daka1243,colex,lexically distinct,colex-lexicallydistinct,
dist-daka1243,daka1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-daka1243,daka1243,repl_hand,yes,repl_hand-yes,
repl_five-daka1243,daka1243,repl_five,no,repl_five-no,
hand_replacement-daka1243,daka1243,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-paam1238,paam1238,colex,lexically distinct,colex-lexicallydistinct,
dist-paam1238,paam1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-paam1238,paam1238,repl_hand,yes,repl_hand-yes,
repl_five-paam1238,paam1238,repl_five,no,repl_five-no,
hand_replacement-paam1238,paam1238,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-baki1244,baki1244,colex,partial colexification,colex-partialcolexification,
repl_hand-baki1244,baki1244,repl_hand,no,repl_hand-no,
repl_five-baki1244,baki1244,repl_five,no,repl_five-no,
colex-bier1244,bier1244,colex,full colexification,colex-fullcolexification,
repl_hand-bier1244,bier1244,repl_hand,no,repl_hand-no,
repl_five-bier1244,bier1244,repl_five,no,repl_five-no,
colex-bier1246,bier1246,colex,partial colexification,colex-partialcolexification,
repl_hand-bier1246,bier1246,repl_hand,no,repl_hand-no,
repl_five-bier1246,bier1246,repl_five,no,repl_five-no,
colex-maii1238,maii1238,colex,lexically distinct,colex-lexicallydistinct,
dist-maii1238,maii1238,dist,phonological change,dist-phonologicalchange,
repl_hand-maii1238,maii1238,repl_hand,no,repl_hand-no,
repl_five-maii1238,maii1238,repl_five,no,repl_five-no,
colex-lame1260,lame1260,colex,partial colexification,colex-partialcolexification,
repl_hand-lame1260,lame1260,repl_hand,no,repl_hand-no,
repl_five-lame1260,lame1260,repl_five,no,repl_five-no,
colex-lewo1242,lewo1242,colex,full colexification,colex-fullcolexification,
repl_hand-lewo1242,lewo1242,repl_hand,no,repl_hand-no,
repl_five-lewo1242,lewo1242,repl_five,no,repl_five-no,
colex-lele1267,lele1267,colex,lexically distinct,colex-lexicallydistinct,
dist-lele1267,lele1267,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lele1267,lele1267,repl_hand,yes,repl_hand-yes,
repl_five-lele1267,lele1267,repl_five,no,repl_five-no,
hand_replacement-lele1267,lele1267,hand_replacement,unclear,hand_replacement-unclear,
colex-nort2836,nort2836,colex,lexically distinct,colex-lexicallydistinct,
dist-nort2836,nort2836,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nort2836,nort2836,repl_hand,yes,repl_hand-yes,
repl_five-nort2836,nort2836,repl_five,no,repl_five-no,
hand_replacement-nort2836,nort2836,hand_replacement,unclear,hand_replacement-unclear,
colex-eton1255,eton1255,colex,lexically distinct,colex-lexicallydistinct,
dist-eton1255,eton1255,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-eton1255,eton1255,repl_hand,yes,repl_hand-yes,
repl_five-eton1255,eton1255,repl_five,no,repl_five-no,
hand_replacement-eton1255,eton1255,hand_replacement,unclear,hand_replacement-unclear,
colex-sout2856,sout2856,colex,lexically distinct,colex-lexicallydistinct,
dist-sout2856,sout2856,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sout2856,sout2856,repl_hand,yes,repl_hand-yes,
repl_five-sout2856,sout2856,repl_five,no,repl_five-no,
hand_replacement-sout2856,sout2856,hand_replacement,unclear,hand_replacement-unclear,
colex-nama1268,nama1268,colex,partial colexification,colex-partialcolexification,
repl_hand-nama1268,nama1268,repl_hand,no,repl_hand-no,
repl_five-nama1268,nama1268,repl_five,no,repl_five-no,
colex-ifoo1237,ifoo1237,colex,unknown,colex-unknown,
repl_hand-ifoo1237,ifoo1237,repl_hand,unknown,repl_hand-unknown,
repl_five-ifoo1237,ifoo1237,repl_five,no,repl_five-no,
colex-siee1239,siee1239,colex,lexically distinct,colex-lexicallydistinct,
dist-siee1239,siee1239,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-siee1239,siee1239,repl_hand,yes,repl_hand-yes,
repl_five-siee1239,siee1239,repl_five,no,repl_five-no,
hand_replacement-siee1239,siee1239,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-urav1235,urav1235,colex,lexically distinct,colex-lexicallydistinct,
dist-urav1235,urav1235,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-urav1235,urav1235,repl_hand,yes,repl_hand-yes,
repl_five-urav1235,urav1235,repl_five,no,repl_five-no,
hand_replacement-urav1235,urav1235,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-lena1238,lena1238,colex,partial colexification,colex-partialcolexification,
repl_hand-lena1238,lena1238,repl_hand,no,repl_hand-no,
repl_five-lena1238,lena1238,repl_five,no,repl_five-no,
colex-nort2847,nort2847,colex,lexically distinct,colex-lexicallydistinct,
dist-nort2847,nort2847,dist,phonological change,dist-phonologicalchange,
repl_hand-nort2847,nort2847,repl_hand,no,repl_hand-no,
repl_five-nort2847,nort2847,repl_five,no,repl_five-no,
colex-whit1269,whit1269,colex,lexically distinct,colex-lexicallydistinct,
dist-whit1269,whit1269,dist,phonological change,dist-phonologicalchange,
repl_hand-whit1269,whit1269,repl_hand,no,repl_hand-no,
repl_five-whit1269,whit1269,repl_five,no,repl_five-no,
colex-kwam1252,kwam1252,colex,lexically distinct,colex-lexicallydistinct,
dist-kwam1252,kwam1252,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kwam1252,kwam1252,repl_hand,yes,repl_hand-yes,
repl_five-kwam1252,kwam1252,repl_five,no,repl_five-no,
hand_replacement-kwam1252,kwam1252,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-sout2869,sout2869,colex,lexically distinct,colex-lexicallydistinct,
dist-sout2869,sout2869,dist,phonological change,dist-phonologicalchange,
repl_hand-sout2869,sout2869,repl_hand,no,repl_hand-no,
repl_five-sout2869,sout2869,repl_five,no,repl_five-no,
colex-anei1239,anei1239,colex,partial colexification,colex-partialcolexification,
repl_hand-anei1239,anei1239,repl_hand,no,repl_hand-no,
repl_five-anei1239,anei1239,repl_five,no,repl_five-no,
colex-dehu1237,dehu1237,colex,lexically distinct,colex-lexicallydistinct,
dist-dehu1237,dehu1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-dehu1237,dehu1237,repl_hand,no,repl_hand-no,
repl_five-dehu1237,dehu1237,repl_five,yes,repl_five-yes,
five_replacement-dehu1237,dehu1237,five_replacement,one hit ?,five_replacement-tallyword,
colex-iaai1238,iaai1238,colex,lexically distinct,colex-lexicallydistinct,
dist-iaai1238,iaai1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-iaai1238,iaai1238,repl_hand,yes,repl_hand-yes,
repl_five-iaai1238,iaai1238,repl_five,yes,repl_five-yes,
hand_replacement-iaai1238,iaai1238,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
five_replacement-iaai1238,iaai1238,five_replacement,finger one ?,five_replacement-handwordotherthanqalima,
colex-neng1238,neng1238,colex,lexically distinct,colex-lexicallydistinct,
dist-neng1238,neng1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-neng1238,neng1238,repl_hand,no,repl_hand-no,
repl_five-neng1238,neng1238,repl_five,yes,repl_five-yes,
five_replacement-neng1238,neng1238,five_replacement,one finished ?,five_replacement-tallyword,
colex-caac1237,caac1237,colex,lexically distinct,colex-lexicallydistinct,
dist-caac1237,caac1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-caac1237,caac1237,repl_hand,yes,repl_hand-yes,
repl_five-caac1237,caac1237,repl_five,no,repl_five-no,
hand_replacement-caac1237,caac1237,hand_replacement,"PAN *kuSkuS ‘claw, talon, fingernail’ ?",hand_replacement-partofthearm,
