Language_name	Language_ID	Glottocode	Language_level_glottocode	Parameter_ID	Form	Comment	Cognacy	Dataset	Source	Pages	Ultimate_source	Language_comment
Waru (Lalomerui)	916	waru1266	waru1266	five	olimo			abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
Waru	915	waru1266	waru1266	hand	kae		36	abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
Waru (Lalomerui)	916	waru1266	waru1266	hand	kae		36	abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
Watubela	watu1247-1	watu1247	watu1247	five	lima			barlowpacific	Cowan1957	p.291		
Watubela, Maluku, Indonesia	watu1247-1	watu1247	watu1247	five	lima			chan2019	Watubela.htm		Mr. Russ Roski, SIL-Maluku, February 22, 1988. Taken from SIL linguistic survey list.	There are missing terms over ten for Manusela numeral system.
Watubela	watu1247-2	watu1247	watu1247	five	lima			barlowpacific	Collins1986	pp.132-133		
Watubela	143	watu1247	watu1247	hand	ma-		1	abvd	Collins-143-2005		Jim Collins	
Wauyai	wauy1237-2	wauy1237	wauy1237	five	lim			barlowpacific	Remijsen2001	pp.147, 152		
Wawonii	917	wawo1239	wawo1239	five	olima			abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
Wawonii (Menui)	918	wawo1239	wawo1239	five	olima			abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ =voiceless bilabial fricative
β = voiced bilabial fricative"
To Padoé	wawo1239-1	wawo1239	wawo1239	five	ōlīma			barlowpacific	Stokhof1985Vol7.4	p.106		
Wawonii, Sulawesi, Indonesia	wawo1239-1	wawo1239	wawo1239	five	olima			chan2019	Wawonii.htm		Dr. David Mead, SIL International, October 30, 1996.	Wawonii has a decimal system similar to that of Bungku.
Wawonii, Sulawesi, Indonesia	wawo1239-1	wawo1239	wawo1239	five	olina			chan2019	Wawonii.htm		Dr. David Mead, SIL International, October 30, 1996.	Wawonii has a decimal system similar to that of Bungku.
Wawoni	wawo1239-2	wawo1239	wawo1239	five	olina			barlowpacific	Stokhof1985Vol7.4	p.123		
Wawonii	917	wawo1239	wawo1239	hand	lima		1,64	abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
Wawonii (Menui)	918	wawo1239	wawo1239	hand	lima		1,64	abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ =voiceless bilabial fricative
β = voiced bilabial fricative"
Wedau	381	weda1241	weda1241	five	ruahamatonuha			abvd	Tauno-381-2009		Sheila Tauno/Florence Tereakina	Collected by Malcolm Ross
Wedau	1459	weda1241	weda1241	five	ura i kwa			abvd	schlossberg2012		Schlossberg (2012)	"Schlossberg's data come from various sources.
See Schlossberg 2012 for details"
Wedau	1459	weda1241	weda1241	five	ura tagogi			abvd	schlossberg2012		Schlossberg (2012)	"Schlossberg's data come from various sources.
See Schlossberg 2012 for details"
Wedau, Papua New Guinea	weda1241-1	weda1241	weda1241	five	'uɾɑ tɑ'ɡɔɡi	( lit: 'hand one' ) (i'kʷɑ)		chan2019	Wedau.htm		Mr. Stephen Emerton, SIL International, Papua New Guinea. March 23, 2011.	Wedau has only kept the traditional numerals from one to three now, numbers beyond three have been replaced by English. They can count up to two hundred in the past. The other traditional higher numbers are as followingsː 21. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, tɑ'ɡɔɡi. 29. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, uɾɑ 'ɣɛlɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ. 30. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 40. 'ɾɑvɑ ɾu'ʷɑɣɑ i'ɾɑɣe. 50. 'ɾɑvɑ ɾu'ʷɑɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 60. 'ɾɑvɑ tɔ'nuɣɑ i'ɾɑɣe. 70. 'ɾɑvɑ tɔ'nuɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 80. 'ɾɑvɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ i'ɾɑɣe. 90. 'ɾɑvɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 100. 'ɾɑvɑ 'uɾɑ i'kʷɑ, i'ɾɑɣe 200. 'ɾɑvɑ 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ, i'ɾɑɣe.
Wedau	381	weda1241	weda1241	hand	urana			abvd	Tauno-381-2009		Sheila Tauno/Florence Tereakina	Collected by Malcolm Ross
Wedau	1459	weda1241	weda1241	hand	nima		1,66	abvd	schlossberg2012		Schlossberg (2012)	"Schlossberg's data come from various sources.
See Schlossberg 2012 for details"
Wedau, Papua New Guinea	weda1241-1	weda1241	weda1241	hand	'uɾɑ	( lit: 'hand one' ) (i'kʷɑ)		chan2019	Wedau.htm		Mr. Stephen Emerton, SIL International, Papua New Guinea. March 23, 2011.	Wedau has only kept the traditional numerals from one to three now, numbers beyond three have been replaced by English. They can count up to two hundred in the past. The other traditional higher numbers are as followingsː 21. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, tɑ'ɡɔɡi. 29. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, uɾɑ 'ɣɛlɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ. 30. 'ɾɑvɑ tɑ'ɡɔɡi i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 40. 'ɾɑvɑ ɾu'ʷɑɣɑ i'ɾɑɣe. 50. 'ɾɑvɑ ɾu'ʷɑɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 60. 'ɾɑvɑ tɔ'nuɣɑ i'ɾɑɣe. 70. 'ɾɑvɑ tɔ'nuɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 80. 'ɾɑvɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ i'ɾɑɣe. 90. 'ɾɑvɑ ɾu'ʷɑɣɑ mɑ ɾu'ʷɑɣɑ i'ɾɑɣe, 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ. 100. 'ɾɑvɑ 'uɾɑ i'kʷɑ, i'ɾɑɣe 200. 'ɾɑvɑ 'uɾɑ ɾu'ʷɑɣɑ i'kʷɑ, i'ɾɑɣe.
Laura, Sumba, Indonesia	laur1249-1	laur1249	weje1237	five	limma			chan2019	Loura.htm		Dra. Floribertha Lake and Mr. Fransiskus Bulu Ngongo (data informant), Universitas Katolik Widya Mandira, Kupang, Timor, Indonesia, January 30, 2013.	Laura or Loura has a decimal system very similar to that of Wewewa.
Wewewa	weje1237-1	weje1237	weje1237	five	limma			barlowpacific	Arnaud1998	pp.863-879 [word list item numbers]		
Wejewa, Sumba, Indonesia	weje1237-1	weje1237	weje1237	five	limma			chan2019	Wejewa.htm		Dra. Floribertha Lake and Ms. Maria Magdalena Denda (data informant), Universitas Katolik Widya Mandira, Kupang, Timor, Indonesia, January 30, 2013.	Wejewa or Weyewa has a decimal system. The data is a little different from that of one provided by Dr. Joel Kuipers in 1997, maybe from different dialect.
Wejewa, Sumba, Indonesia	weje1237-2	weje1237	weje1237	five	limma			chan2019	Wejewa.htm		Dr. Joel Kuipers, Department of Anthropology, George Washington University, USA, June 2, 1997.	Wejewa or Wewewa has a decimal system.
Wewewa (Tana Righu dialect)	326	weje1237	weje1237	hand	lima		1,64	abvd	Asplund-326-2005		Kepala desa Bondotera, Tana Righu	Words from the following dialects are noted if different (a word is not noted if there is only a phonetical difference). WP: Wejewa proper, L: Loli, WB: Wai Bangga, VL: Ve Luri, VLP: Ve Luri as spoken in desa Pondok.
Welaun (Mahein hamlet)	wela1235-1	wela1235	wela1235	five	lima			barlowpacific	Edwards2019	p.55		
Welaun (Oele'u hamlet)	wela1235-2	wela1235	wela1235	five	lima			barlowpacific	Edwards2019	p.55		
Welaun, Mahein	west2547-mahein	west2547	wela1235	five	lima			lexirumah	edwards19			
Welaun	west2547-welaun	west2547	wela1235	five	lima			lexirumah	edwards18-welaun			
Welaun, Mahein	west2547-mahein	west2547	wela1235	hand	lima+n			lexirumah	edwards19			
Ambae, West (Ngwatua)	1144	west2513	west2513	five	ka-lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
West Ambae (Walaha)	1599	wala1268	west2513	five	kailima			abvd	RodriguezEnnever2018		Iveth Rodriguez and Tom Ennever	
West Ambae (Nduindui), Vanuatu	west2513-1	west2513	west2513	five	kailima			chan2019	Ambae-West.html		Ms. Dorothy Dewar, SIL International, Vanuatu, February 12, 1995.	West Ambae has a decimal system similar to that of East Ambae. There are two forms for 'one'ː the first one is for serious counting and the second for modifying nouns. The word for 'thousands' might mean 'many' or 'uncountable'
Ambae, West (Ngwatua)	1144	west2513	west2513	hand	kaᵐba-ᵑgu		2	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
West Ambae (Walaha)	1599	wala1268	west2513	hand	kaᵐba			abvd	RodriguezEnnever2018		Iveth Rodriguez and Tom Ennever	
Uvea, West	259	west2516	west2516	five	lima	Five, hand-arm.(Source: Pollex)	1	abvd			Hollyman 1987	
West Uvea, New Caledonia	west2516-1	west2516	west2516	five	lima	( lit: 'hand')		chan2019	Uvea-West.htm		Dr. Jim Hollyman, Faculty of Arts, University of Auckland, New Zealand, October 15, 1997.	West Uvea or Fagauvea has the only Polynesian language use a quinary numeral system. It is probably the original decimal Polynesian people influenced by the nearby Iaai people who used a quinary numeral system, and changed from a decimal system to a quinary one. There are two sets of numerals from 11 to 20, the second way was the archaic form. The word 'tupu' means 'sum', 'teanua' in 'tahi a teanua' means 'human body', 'nea' in 'tahi enea' means 'man'. Nowadays, the West Uvea or Faga Uvea people use French or Iaai numeral systems more frequently.
Uvea, West	259	west2516	west2516	hand	lima	Five; hand-arm	1, 64	abvd			Hollyman 1987	
Western Fijian (Navosa)	512	west2519	west2519	five	lima		1	abvd	Tuisawau-512-2008		Pita Tuisawau/Self (fathers language)	"This is the Fijian spoken by the tribes of Nasikawa, Vusu, Buretu and others on the South Western coast of Viti Levu Fiji's main island as well as parts of the highlands.

""c"" is pronounced as ""th"" in ""then"""
Western Fijian, Republic of Fiji	west2519-1	west2519	west2519	five	rima			chan2019	Fijian-Western.htm		Dr. Paul Geraghty, Department of Linguistics, The University of South Pacific, Suva, Fiji. October 8, 1997.	Western Fijian or Nadroga is different from Eastern Fijian or Standard Fijian.
Western Fijian (Navosa)	512	west2519	west2519	hand	lima		1, 64	abvd	Tuisawau-512-2008		Pita Tuisawau/Self (fathers language)	"This is the Fijian spoken by the tribes of Nasikawa, Vusu, Buretu and others on the South Western coast of Viti Levu Fiji's main island as well as parts of the highlands.

""c"" is pronounced as ""th"" in ""then"""
Tarangan Barat (Feruni)	591	west2538	west2538	five	lêma	< *lima	1	abvd	Nivens-591-2008		Rick Nivens	"All ""p"" in these data are allophones of the voiceless bilabial fricative phoneme /ɸ/, which occur in syllable-final position.
All ""y"" in these data represent IPA [j] (palatal approximant).
The ""ê"" is between [ɪ] and [e]; similarly the [ô] is between [ʊ] and [o]. These two phonemes are innovations due to assimilation to nearby high vowels (which were then lost).
The ""ɛ"" here is phonetically between [e] and [ɛ], and the ""ɔ"" is between [o] and [ɔ].
Acute accent here represents stress on final syllable of root."
West Tarangan, Maluku, Indonesia	west2538-1	west2538	west2538	five	lema			chan2019	Tarangan-West.htm		Mr. Rick Nivens, SIL International, January 25, 1995.	West Tarangan has a decimal system with special substructure for 8 which is formed by 'four two'. There are two sets of numerals 1 to 10; the first one is used with inanimate and the second for animate objects.
West Tarangan, Maluku, Indonesia	west2538-1	west2538	west2538	five	lemay			chan2019	Tarangan-West.htm		Mr. Rick Nivens, SIL International, January 25, 1995.	West Tarangan has a decimal system with special substructure for 8 which is formed by 'four two'. There are two sets of numerals 1 to 10; the first one is used with inanimate and the second for animate objects.
Ngaibor (S.Aru)	101	west2538	west2538	hand	lema-		1,64	abvd	Collins-101-2005		Jim Collins	Village in South Aru. Not identified by SIL, so classification is on geographical basis.
Tarangan Barat (Feruni)	591	west2538	west2538	hand	lêmay	/lêma+y/ hand/arm-3s (<*lima)	1,64	abvd	Nivens-591-2008		Rick Nivens	"All ""p"" in these data are allophones of the voiceless bilabial fricative phoneme /ɸ/, which occur in syllable-final position.
All ""y"" in these data represent IPA [j] (palatal approximant).
The ""ê"" is between [ɪ] and [e]; similarly the [ô] is between [ʊ] and [o]. These two phonemes are innovations due to assimilation to nearby high vowels (which were then lost).
The ""ɛ"" here is phonetically between [e] and [ɛ], and the ""ɔ"" is between [o] and [ɔ].
Acute accent here represents stress on final syllable of root."
Labalekan, Imulolo	lama1277-imulo	imul1234	west2541	hand	limasa			lexirumah	keraf1978			
Labalekan, Lewopenutu	lama1277-lewop	lewo1245	west2541	hand	limaha			lexirumah	keraf1978			
Labalekan, Lewotala	lama1277-lewot	lewo1246	west2541	hand	limaha			lexirumah	keraf1978			
Mingar	lama1277-minga	ming1256	west2541	hand	limasa			lexirumah	keraf1978			
West Damar	west2548	west2548	west2548	five	viˈlimo			lexirumah	taber93			The Orthography column gives a preliminary phonemic analysis of the raw phonetic transcription. This analysis was made by Owen Edwards on the basis of recurrent patterns in the list, as well as by comparison with related languages. Likely morpheme breaks are given in the Form column. I only marked morpheme breaks which I was confident existed, there may be additional breaks which are unmarked.
West Damar	west2548-1	west2548	west2548	five	viˈlimo			barlowpacific	Taber1993	pp.418-419		
West Damar, Indonesia	west2548-1	west2548	west2548	five	vi'limo			chan2019	Damar-West.htm		Mr. Mark Taber and Mr. Bryan Hinton, SIL International, January 21, 1997. Taken from SIL linguistic survey list.	West Damar might have a decimal system. There are missing terms over ten. West Damar is different from East Damar.
West Damar	306	west2548	west2548	hand	'lima		1,64	abvd	110693		Taber (1993)	Taber, M. (1993) Toward a better understanding of the indigenous languages of southwestern Maluku. Oceanic Linguistics, 32:2, 389-441
West Damar	west2548	west2548	west2548	hand	ˈlima			lexirumah	taber93			The Orthography column gives a preliminary phonemic analysis of the raw phonetic transcription. This analysis was made by Owen Edwards on the basis of recurrent patterns in the list, as well as by comparison with related languages. Likely morpheme breaks are given in the Form column. I only marked morpheme breaks which I was confident existed, there may be additional breaks which are unmarked.
Manobo, Western Bukidnon	441	west2555	west2555	five	lɨlima		1,19	abvd	136553		R.E.Elkins in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
W. Bukidnon Manobo, Philippines	west2555-1	west2555	west2555	five	ləlimɑ			chan2019	Manobo-Western-Bukidnon.htm		Dr. Richard Elkins, SIL International, Philippines, July 23, 1997, October 15, 2009.	Western Bukidnon Manobo has a decimal system. Higher numbers from thirty up seemed borrowed from Cebuano.
Western Bukidnon Manobo	144	west2555	west2555	hand	bɨlad		31	abvd	136553		Lawrence A. Reid	
Manobo, Western Bukidnon	441	west2555	west2555	hand	bɨlad		31	abvd	136553		R.E.Elkins in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Subanon, Siocon	448	west2557	west2557	five	lima		1	abvd	136553		W. Hall in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Western Subanon	1638	west2557	west2557	five	lima		1	abvd	Combi2019		Jernan Combi	
Western Subanen	west2557-1	west2557	west2557	five	lima			barlowpacific	Hapalla1992	pp.56, 58		
Western Subanon, Philippines	west2557-1	west2557	west2557	five	lima			chan2019	Subanon-Western.htm		Dr. William C. Hall. SIL International, Philippines. July, 1997, September 30, 2009.	Western Subanon has a decimal system.
Western Subanon	west2557-2	west2557	west2557	five	lima			barlowpacific	Lobel2013	pp.319-356		
Subanon, Siocon	448	west2557	west2557	hand	komot		21,68	abvd	136553		W. Hall in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Western Subanon	1638	west2557	west2557	hand	komot		21,68	abvd	Combi2019		Jernan Combi	
Western Tawbuid, Philippines	west2559-1	west2559	west2559	five	lima			chan2019	Tawbuid-Western.htm		Mr. Abel Dangeros and Mr. Sulian Liwade and Mr. Kermit Titrud, SIL-International, Philippines. March 24, 2014.	Western Tawbuid or Taubuid Occidental has a decimal system.
Sama Sabah	west2560-1	west2560	west2560	five	limo			barlowpacific	Arnaud1998	pp.863-877 [word list item numbers]		
West Coast Bajau, Malaysia	west2560-1	west2560	west2560	five	limo			chan2019	Bajau-West-Coast.htm		Dr. Mark Miller, SIL International, Malaysia, January 15, 2009.	West Coast Bajau has a decimal system.
